"StationID","WQS_ID","Buffer Distance","Comments"
"2-POL017.59","LP_2B_012544","Manual Review | NA","Manual Accept |"
"2-SHS001.00","LP_2B_012546","Manual Review | NA","Manual Accept |"
"2-MIN000.98","LP_2B_012545","Manual Review | NA","Manual Accept |"
"2-JKS044.60","LP_2A_005412","Manual Review | NA","Manual Accept | All in Lake Moomaw"
"2-JKS046.40","LP_2A_005412","Manual Review | NA","Manual Accept | All in Lake Moomaw"
"2-JKS048.90","LP_2A_005412","Manual Review | NA","Manual Accept | All in Lake Moomaw"
"2-JKS053.48","LP_2A_005412","Manual Review | NA","Manual Accept | All in Lake Moomaw"
"4ABAU005.34","LP_4A_003238","Manual Review | NA","Manual Accept |"
"4ABAN012.46","LP_4A_008523","Manual Review | NA","Manual Accept |"
"2-JKS036.11","RL_2A_074876","Manual Review | 80 m","Manual Accept | The two WQS segments appear to have identical information."
"2-JKS026.01","RL_2A_073587","Manual Review | 20 m","Manual Accept |"
"2-MIV000.39","RL_2A_075555","Manual Review | 20 m","Manual Accept |"
"2-LMC001.37","RL_2A_072669","Manual Review | 60 m","Manual Accept |"
"2AFAW000.01","RL_2A_072630","Manual Review | 20 m","Manual Accept |"
"2-POT030.66","RL_2A_067146","Manual Review | 20 m","Manual Accept |"
"4ARFK000.20","LP_4A_006100","Manual Review | NA","Manual Accept |"
"4ACRR008.32","LP_4A_006101","Manual Review | NA","Manual Accept |"
"4ADAN194.10","LP_4A_002128","Manual Review | NA","Manual Accept |"
"2-CRG026.85","RL_2A_069659","Manual Review | 20 m","Manual Accept |"
"2-CRG028.87","RL_2A_069687","Manual Review | 20 m","Manual Accept |"
"2-CRG053.15","RL_2A_066872","Manual Review | 20 m","Manual Accept |"
"2-DCK003.58","RL_2A_066336","Manual Review | 20 m","Manual Accept |"
"2-CWP002.58","RL_2A_075917","Manual Review | 40 m","Manual Accept |"
"2-JMS345.73","RL_2A_075926","Manual Review | 20 m","Manual Accept |"
"4ACRV006.19","LP_4A_005052","Manual Review | NA","Manual Accept |"
"4ASRN005.14","LP_4A_015195","Manual Review | NA","Manual Accept |"
"4AHTA003.26","LP_4A_010473","Manual Review | NA","Manual Accept |"
"2-BMT000.07","RL_2B_116247","Manual Review | 40 m","Manual Accept |"
"2BJMS221.84","RL_2B_120697","Manual Review | 60 m","Manual Accept |"
"2BANC000.09","RL_2B_120546","Manual Review | 20 m","Manual Accept |"
"2-JMS275.75","RL_2B_111147","Manual Review | 20 m","Manual Accept |"
"2-JTH006.53","RL_2B_113069","Manual Review | 20 m","Manual Accept |"
"2-FSG000.85","RL_2B_112703","Manual Review | 40 m","Manual Accept |"
"2-JTH006.53","RL_2B_112703","Manual Review | 20 m","Manual Accept |"
"4ASRE048.98","LP_4A_002602","Manual Review | NA","Manual Accept |"
"4ASRE052.31","LP_4A_002602","Manual Review | NA","Manual Accept |"
"4ASRE056.06","LP_4A_002602","Manual Review | NA","Manual Accept |"
"4AGOB003.86","LP_4A_002601","Manual Review | NA","Manual Accept |"
"4ABSA000.62","LP_4A_004493","Manual Review | NA","Manual Accept |"
"4ABWR002.50","LP_4A_004493","Manual Review | NA","Manual Accept |"
"4ACOA000.60","LP_4A_004493","Manual Review | NA","Manual Accept |"
"4ACCK001.80","LP_4A_004493","Manual Review | NA","Manual Accept |"
"4AROA163.76","LP_4A_004493","Manual Review | NA","Manual Accept |"
"4AWTH000.40","LP_4A_004493","Manual Review | NA","Manual Accept |"
"4ABWR010.55","LP_4A_004493","Manual Review | NA","Manual Accept |"
"4ABWR017.42","LP_4A_004493","Manual Review | NA","Manual Accept |"
"4ABWR019.75","LP_4A_004493","Manual Review | NA","Manual Accept |"
"4AROA167.34","LP_4A_004493","Manual Review | NA","Manual Accept |"
"4AGIL002.39","LP_4A_004493","Manual Review | NA","Manual Accept |"
"4AGIL004.46","LP_4A_004493","Manual Review | NA","Manual Accept |"
"4AROA175.63","LP_4A_004493","Manual Review | NA","Manual Accept |"
"4AROA180.21","LP_4A_004493","Manual Review | NA","Manual Accept |"
"4AROA183.64","LP_4A_004493","Manual Review | NA","Manual Accept |"
"4AROA192.94","LP_4A_004493","Manual Review | NA","Manual Accept |"
"4AROA196.05","LP_4A_004493","Manual Review | NA","Manual Accept |"
"4AROA158.22","LP_4A_004493","Manual Review | NA","Manual Accept |"
"4AROA140.66","LP_4A_007204","Manual Review | NA","Manual Accept |"
"4AROA145.34","LP_4A_007204","Manual Review | NA","Manual Accept |"
"9-ADR000.13","RL_09_042651","Manual Review | 20 m","Manual Accept |"
"9-WLK004.34","RL_09_043233","Manual Review | 20 m","Manual Accept |"
